id,Afghanistan,Brazil,Finland,Germany,India,Japan,Italy,Kenya,Malaysia,Nepal,Ukraine
397,55604,10173817,54171,2386559,11005850,425552,2809246,104201,283569,273431,1351190
398,55617,10205663,54526,2390928,11016434,426292,2818863,104306,285761,273556,1354545
399,55646,10269248,55149,2394811,11030176,427373,2832162,104500,288229,273666,1358871
400,55664,10334634,55774,2402818,11046914,428294,2848564,104780,291774,273760,1364861
401,55680,10402913,56373,2414687,11063491,429370,2868435,105057,293698,273872,1373139
402,55696,10466308,57002,2424684,11079979,430424,2888923,105467,295951,273984,1381273
403,55707,10524726,57690,2434446,11096731,431637,2907825,105648,298315,274065,1389570
404,55714,10558091,58095,2442336,11112241,432636,2925265,105973,300752,274143,1395528
405,55733,10598476,58517,2447068,11124527,433334,2938371,106125,302580,274216,1399934
406,55759,10658171,59388,2451011,11139516,434222,2955434,106470,304135,274294,1405394
407,55770,10731070,60144,2460030,11156923,435465,2976274,106801,305880,274381,1412748
408,55775,10807092,60877,2471942,11173761,436634,2999119,107329,307943,274488,1422927
409,55827,10879597,61515,2482522,11192045,437782,3023129,107729,310097,274608,1433200
410,55840,10946501,62145,2492079,11210799,438825,3046762,108362,311777,274655,1442457
411,55847,11028185,62578,2500182,11229398,439896,3067486,108827,313460,274721,1449741
412,55876,11064770,62974,2505193,11244786,440496,3081368,109164,314989,274810,1455421
413,55876,11136064,63808,2509445,11262707,441623,3101093,109643,316269,274869,1458785
414,55894,11217531,64579,2518591,11285561,442936,3123368,110356,317717,274973,1465265
415,55917,11294602,65401,2532947,11308846,444253,3149017,111185,319364,275070,1474452
416,55959,11377073,66181,2545781,11333728,445524,3175807,111935,320939,275118,1487497
417,55959,11447416,66989,2558455,11359048,446843,3201838,112805,322409,275178,1500873
418,55985,11490864,67484,2569245,11385339,447830,3223142,113236,323763,275231,1509983
419,55985,11535178,67919,2575849,11409831,448525,3238394,113967,324971,275310,1516865
420,55995,11620823,68811,2581329,11438734,449658,3258770,115031,326034,275424,1526595
421,56016,11709475,69578,2594764,11474605,451191,3281810,116310,327253,275518,1538516
422,56044,11797401,70321,2612268,11514331,452688,3306711,117535,328466,275625,1553659
423,56069,11885660,71060,2629750,11555284,454151,3332418,118889,330042,275750,1569596
424,56093,11958814,71805,2645783,11599130,455667,3356331,120163,331713,275829,1584972
425,56103,12006259,72209,2659516,11646081,456785,3376376,120910,333040,275906,1596201
426,56153,12062229,72629,2667225,11686796,457601,3400877,122040,334156,276056,1604183
427,56177,12147437,73397,2674710,11734058,459101,3419616,123167,335540,276244,1615747
428,56192,12238343,74100,2690523,11787534,461018,3440862,124707,336808,276389,1630013
429,56226,12336604,74795,2713180,11846652,462933,3464543,126170,338168,276509,1646775
430,56254,12416950,75401,2734753,11908910,464958,3488619,128178,339443,276665,1665001
431,56290,12498653,76089,2755225,11971624,467029,3512453,129330,340642,276750,1682527
432,56294,12545611,76441,2772401,12039644,468811,3532057,130214,341944,276839,1694568
433,56322,12588226,76816,2782273,12095855,470156,3544957,131116,342885,276980,1703036
434,56384,12674667,77471,2791822,12149335,472243,3561012,132646,344018,277147,1713684
435,56454,12763392,78043,2808873,12221665,475086,3584899,134058,345500,277309,1725029
436,56517,12851165,78593,2833173,12303131,477691,3607083,135042,346678,277461,1742710
437,56572,12920540,79079,2855061,12392260,480445,3629000,136893,347972,277640,1762713
438,56595,12959895,79440,2873190,12485509,483217,3650247,138077,349610,277768,1783169
439,56676,12992213,79764,2885386,12589067,485684,3668264,138988,350959,277944,1797027
440,56717,13034887,80086,2893883,12686049,487255,3678944,139448,352029,278210,1807327
441,56779,13120019,80446,2900768,12801785,489921,3686707,139842,353329,278470,1820725
442,56873,13208715,80990,2910445,12928574,493369,3700393,141365,354468,278768,1836260
443,56943,13297270,81416,2930852,13060542,496865,3717602,143063,355753,279100,1855806
444,57019,13385380,81823,2956316,13205926,500353,3736526,144154,357607,279388,1875605
445,57144,13451932,82175,2980413,13358805,504118,3754077,145184,359117,279725,1893192
446,57160,13491107,82402,2998268,13527717,506954,3769814,145670,360856,280028,1905430
447,57242,13530757,82642,3011513,13689453,509058,3779594,146156,362173,280524,1913415
448,57364,13613418,83041,3022323,13873825,512510,3793033,147147,363940,280984,1925224
449,57492,13688024,83364,3044016,14074564,516817,3809193,148128,365829,281564,1939901
450,57534,13759207,83708,3073442,14291917,521386,3826156,149219,367977,282054,1956454
451,57612,13843594,83982,3099273,14526609,525910,3842079,150260,370528,282890,1974056
452,57721,13912159,84247,3123077,14788003,530703,3857443,151287,372859,283658,1989160
453,57793,13950997,84419,3142262,15061805,534787,3870131,151653,375054,284673,1999567
454,57898,13987519,84575,3153699,15320972,537690,3878994,151894,377132,285900,2006197
455,58037,14060162,84861,3163308,15616130,542040,3891063,152523,379473,287567,2015257
456,58214,14134150,85147,3188192,15930774,547326,3904899,153488,381813,289787,2027544
457,58312,14182258,85380,3217710,16263695,552818,3920945,154392,384688,292152,2043901
458,58542,14251539,85636,3245253,16610481,557922,3935703,155165,387535,294601,2058301
459,58730,14315320,85891,3268645,16960172,563517,3949517,156318,390252,297087,2071142
460,58843,14348961,86045,3287418,17313163,568116,3962674,156787,392942,300119,2079200
461,59015,14381359,86185,3299325,17636186,571430,3971114,156981,395718,303561,2084384
462,59225,14457203,86427,3310301,17997113,576391,3981512,157492,398451,307925,2092421
463,59370,14534482,86656,3332532,18376421,582174,3994894,158326,401593,312699,2102130
464,59576,14603096,86930,3357268,18762976,588087,4009208,158821,404925,317530,2113880
465,59745,14675104,87131,3381597,19164969,592771,4022653,159318,408713,323187,2124070
466,59939,14733396,87328,3400532,19557457,598754,4035617,160053,411594,328893,2132742
467,60122,14762684,87437,3416822,19925517,604644,4044762,160422,415012,336030,2137959
468,60300,14801673,87572,3425982,20282833,609108,4050708,160559,417512,343418,2140838
469,60563,14871208,87888,3433516,20664979,613298,4059821,160904,420632,351005,2143427
470,60797,14947580,88094,3451550,21077410,617358,4070400,161393,424376,359610,2146121
471,61162,15019870,88359,3473503,21491598,621728,4082198,162098,427927,368580,2152280
472,61455,15096714,88598,3491988,21892676,627778,4092747,162666,432425,377603,2160809
473,61755,15158475,88812,3507673,22296081,635016,4102921,163238,436944,385890,2169650
474,61842,15191195,88946,3520329,22662575,641500,4111210,163554,440677,394667,2175151
475,62063,15227496,89076,3527251,22992517,646440,4116287,163620,444484,403794,2178095
476,62403,15297602,89333,3533376,23340938,652675,4123230,163976,448457,413111,2180429
477,62718,15373850,89548,3548285,23703665,659726,4131078,164386,453222,422349,2185088
478,63045,15453880,89804,3565704,24046809,666600,4139160,164720,458077,431191,2192022
479,63355,15531794,89961,3577040,24372907,672862,4146722,165112,462190,439658,2199708
480,63412,15599145,90210,3584934,24684077,679279,4153374,165379,466330,447704,2206627
481,63484,15636709,90374,3593434,24965463,684535,4159122,165465,470110,455020,2210375
482,63598,15672307,90508,3598846,25228996,688212,4162576,165537,474556,464218,2212635
483,63819,15747112,90792,3603055,25496330,693436,4167025,166006,479421,472354,2216856
484,64122,15827375,91009,3614095,25772440,699227,4172525,166382,485496,480418,2222115
485,64575,15910762,91240,3626393,26031991,704939,4178261,166876,492302,488645,2227400
486,65080,15987393,91457,3635162,26289290,710184,4183476,167535,498795,497052,2232510
487,65486,16055289,91625,3642244,26530132,715219,4188190,168108,505115,505643,2237240
488,65728,16093784,91733,3648958,26752447,719258,4192183,168432,512091,513241,2239897
489,66275,16131264,91826,3651640,26948874,721969,4194672,168543,518600,520461,2241354
490,66903,16205305,92014,3653551,27157795,725861,4197892,168925,525889,528848,2244084
491,67743,16285550,92167,3656177,27369093,730394,4201827,169356,533367,535525,2247605
492,68366,16350081,92310,3662490,27555457,734526,4205970,169697,541224,542256,2251242
493,69130,16403969,92437,3669870,27729247,738229,4209707,170041,549514,549111,2254674
494,70111,16479832,92572,3675296,27894800,741822,4213055,170485,558534,553422,2257904
495,70761,16521281,92636,3679148,28047534,744696,4216003,170647,565533,557124,2259743
496,71838,16557888,92715,3681126,28175044,746487,4217821,170735,572357,561302,2260899
497,72977,16636801,92866,3682911,28307832,749126,4220304,171084,579462,566587,2263167
498,74026,16733079,92987,3687828,28441986,752160,4223200,171226,587165,571111,2265502
499,75119,16809146,93106,3692468,28574350,754991,4225163,171658,595374,576936,2268209
500,76628,16852317,93217,3695633,28694879,757583,4227719,171942,603122,581560,2270602
501,77963,16913984,93319,3697927,28809339,760233,4230153,172325,610574,585100,2272633
502,79224,16954327,93383,3700367,28909975,762253,4232428,172491,616815,588124,2273708
503,80841,16994043,93443,3701484,28996473,763533,4233698,172639,622086,591494,2274375
504,82326,17049756,93582,3702688,29089069,765414,4235592,173072,627652,595364,2276111
505,84050,17134623,93683,3705942,29182532,767652,4237790,173661,633891,598813,2277632
506,85892,17225867,93764,3709129,29274823,769694,4239868,174285,639562,601687,2279556
507,87716,17312179,93837,3711569,29359155,771628,4241760,174773,646411,604396,2281303
508,88740,17385952,93907,3713480,29439989,773569,4243482,175176,652204,606778,2282727
509,89861,17422936,93953,3714969,29510410,774951,4244872,175337,657508,608472,2283746
510,91458,17465628,94001,3715518,29570881,775884,4245779,175681,662457,610521,2284337
511,93272,17552769,94094,3716170,29633105,777301,4247032,176137,667876,612202,2285534
512,93288,17639297,94172,3717625,29700313,779008,4248432,176622,673026,614216,2286767
513,96531,17715789,94236,3718955,29762793,780558,4249755,177282,678764,615984,2288155
514,98734,17811233,94327,3720031,29823546,782178,4250902,178078,685204,617947,2289333
515,100521,17889167,94408,3721139,29881772,783696,4252095,178792,691115,619635,2290412
516,101906,17933754,94465,3721981,29935221,785002,4252976,179075,696408,621056,2291135
517,103902,17979164,94545,3722327,29977861,785870,4253460,179293,701019,622640,2291722
518,105749,18103412,94657,3722782,30028709,787305,4254294,179876,705762,626343,2292295
519,107957,18180808,94767,3723798,30082778,789085,4255434,180498,711006,627854,2293421
520,109532,18257432,94911,3724806,30134445,790759,4255700,181239,716847,629431,2294669
521,111592,18332493,95073,3725580,30183143,792469,4256451,181885,722659,631152,2295873
522,113124,18393158,95268,3726172,30233183,794100,4257289,182393,728462,632326,2296982
523,114220,18425138,95399,3726710,30279331,795382,4258069,182597,734048,633679,2297801
524,115751,18457197,95518,3726929,30316897,796383,4258456,182884,739266,635188,2298478
525,117158,18523153,95748,3727333,30362848,797763,4259133,183603,745703,636916,2299059
526,118659,18570296,96009,3728141,30411634,799583,4259909,184161,751979,638805,2300101
527,120216,18631426,96205,3729033,30458251,801337,4260788,184537,758967,640662,2301221
528,122156,18694998,96407,3729682,30502362,803112,4261582,185060,765949,642053,2302344
529,123485,18748731,96574,3730353,30545433,804990,4262511,185591,772607,643580,2303485
530,124748,18774193,96706,3730912,30585229,806475,4263317,185868,778652,644622,2304311
531,125937,18802128,96814,3731124,30619932,807504,4263797,186053,785039,646367,2305013
532,127464,18863811,97057,3731564,30663665,809172,4264704,186453,792693,648085,2306006
533,129021,18917978,97317,3732549,30709557,811361,4265714,186959,799790,650162,2307068
534,130113,18972125,97609,3733519,30752950,813607,4267105,187525,808658,651380,2308142
535,131586,19030577,97893,3734468,30795716,815883,4268491,187977,817838,652859,2309264
536,132777,19074698,98201,3735420,30837222,818341,4269885,188513,827191,654212,2310246
537,133578,19093845,98350,3736165,30874376,820371,4271276,188754,836296,655449,2311025
538,134653,19113078,98510,3736489,30907282,821876,4272163,188942,844870,657139,2311690
539,135889,19161644,98840,3737135,30946147,824260,4273693,189703,855949,658778,2312662
540,136643,19217741,99182,3738683,30987880,827452,4275846,190183,867567,660788,2313705
541,137853,19272139,99564,3740325,31026829,830870,4278319,191020,880782,662570,2314828
542,139051,19315054,99946,3741781,31064908,834303,4281214,191712,893323,664576,2316081
543,140224,19364084,100301,3743389,31106065,838189,4284332,192435,905851,665886,2317198
544,140602,19380831,100507,3744681,31144229,841290,4287458,192758,916561,667109,2318035
545,141499,19397587,100756,3745227,31174322,843618,4289528,193189,927533,668751,2318752
546,142414,19428736,101176,3746410,31216337,847377,4293083,193807,939899,670953,2319886
547,142762,19484572,101600,3748613,31257720,852326,4297337,194310,951884,672871,2321081
548,143183,19533253,102068,3750503,31293062,857725,4302393,195111,964918,674726,2322340
549,143439,19640373,102555,3752592,31332159,861959,4307535,195898,980491,676708,2323638
550,143666,19675021,103033,3754511,31371901,865553,4312673,196745,996393,679017,2324935
551,143871,19693277,103334,3755898,31411262,870592,4317415,197409,1013438,680556,2325776
552,144285,19714719,103685,3756856,31440951,875301,4320530,197959,1027954,682947,2326550
553,145008,19758310,104455,3758401,31484605,882971,4325046,198935,1044071,685673,2327777
554,145552,19805359,105180,3761169,31528114,892599,4330739,199941,1061476,688307,2329044
555,145996,19846680,105990,3764311,31572344,903351,4336906,201009,1078646,690642,2330440
556,146523,19887058,106762,3766765,31613993,914182,4343519,201954,1095486,693109,2331950
557,147154,19922146,107458,3769165,31655824,926604,4350028,203213,1113272,695389,2333409
558,147501,19942499,107866,3771262,31695958,936852,4355348,203680,1130422,697370,2334433
559,147985,19961374,108343,3772109,31726507,945330,4358533,204271,1146186,699649,2335237
560,148572,19993870,109236,3773875,31769132,957431,4363374,205356,1163291,702097,2336603
561,148933,20034407,110076,3777446,31812114,971743,4369964,206691,1183110,705072,2338123
562,149361,20073891,110860,3780985,31856757,987060,4377188,208262,1203706,708079,2339731
563,149810,20116562,111736,3784433,31895385,1002867,4383787,209823,1224595,710509,2341399
564,150240,20156095,112421,3787639,31934455,1018688,4390684,211028,1243852,712740,2343046
565,150458,20169989,112906,3790766,31969954,1033214,4396417,211828,1262540,714877,2344260
566,150778,20185531,113443,3791949,31998158,1045392,4400617,212573,1279776,717486,2345166
567,151013,20220993,114479,3794429,32036511,1056125,4406241,213756,1299767,720680,2346560
568,151291,20256436,115305,3799425,32077706,1072153,4413162,215730,1320547,723296,2348295
569,151563,20292294,116228,3805063,32117826,1091187,4420429,217276,1342215,725769,2350163
570,151770,20325289,117017,3810641,32156493,1111683,4427827,218713,1363683,728532,2352042
571,151941,20354591,117757,3816285,32192576,1131986,4435008,219938,1384353,730479,2354008
572,152033,20368358,118183,3821013,32225513,1149874,4440669,220727,1404899,732272,2355317
573,152142,20386548,118628,3823139,32250679,1164881,4444338,221406,1424639,734838,2356345
574,152243,20425554,119396,3827051,32285857,1184986,4449606,222894,1444270,737294,2357844
575,152363,20465725,120137,3835375,32322258,1209082,4456765,224400,1466512,739907,2359893
576,152411,20501738,120845,3843775,32358829,1234423,4464005,225663,1489460,742228,2362052
577,152448,20535951,121515,3853055,32393286,1260415,4471225,227077,1513024,744307,2364242
578,152497,20561273,122170,3861147,32424234,1286077,4478691,228363,1535286,745731,2366560
579,152511,20575218,122568,3868197,32449306,1308422,4484613,229009,1555093,747433,2368150
580,152583,20590872,123024,3871865,32474773,1325346,4488779,229628,1572765,748981,2369339
581,152660,20622681,123706,3877612,32512366,1347015,4494857,230794,1593602,751001,2370604
582,152722,20652660,124315,3889173,32558530,1371426,4502396,232052,1616244,752863,2371895
583,152822,20683583,125014,3901799,32603188,1396464,4509611,232869,1640843,754915,2374012
584,152960,20711339,125624,3913828,32649947,1420783,4517434,233801,1662913,756492,2376571
585,153007,20734286,126328,3924131,32695030,1443642,4524292,234589,1685510,758008,2379159
586,153033,20745549,126767,3932547,32737939,1462979,4530246,234952,1706089,759222,2381553
587,153148,20758350,127231,3937106,32768880,1476653,4534499,235298,1725357,761124,2382769
588,153220,20785196,127975,3942856,32810845,1494372,4539991,235863,1746254,762647,2384564
589,153260,20810944,128625,3956387,32857937,1514400,4546487,236881,1765016,764295,2387052
590,153306,20837967,129273,3970102,32903289,1532616,4553241,237851,1786004,765914,2389923
591,153375,20861571,129923,3984353,32945907,1549337,4559970,238852,1805382,767271,2393002
592,153395,20881896,130443,3995188,32988673,1565351,4566126,239692,1824439,768295,2395616
593,153423,20894557,130779,4005641,33027621,1578258,4571440,240172,1844835,769271,2397758
594,153534,20904729,131125,4010390,33058843,1586482,4574787,240430,1862187,770759,2398900
595,153626,20918333,131706,4017116,33096718,1597089,4579502,241134,1880734,772182,2401462
596,153736,20932515,132228,4030681,33139981,1609477,4585423,241783,1900467,773529,2404585
597,153840,20965338,132710,4046112,33174954,1619873,4590941,242284,1919774,774587,2408595
598,153962,20981793,133169,4059081,33208330,1628732,4596558,242945,1940950,775548,2412543
599,153982,20995555,133665,4070295,33236921,1637534,4601749,243456,1960500,776325,2416739
600,153990,21003416,133994,4077640,33264175,1644747,4606413,243725,1979698,777163,2419254
601,154094,21012064,134277,4083151,33289579,1648920,4609205,243929,1995771,778312,2420776
602,154180,21025635,134810,4089476,33316755,1655199,4613214,244380,2011440,779492,2424416
603,154283,21038911,135290,4101931,33347325,1662008,4618040,244826,2030935,780824,2429354
604,154361,21074358,135744,4114856,33381728,1667699,4623155,245337,2049750,781989,2435404
605,154487,21109695,136180,4125878,33417390,1672812,4627699,245781,2067327,783075,2442344
606,154487,21234573,136569,4134779,33448163,1677512,4632275,246296,2082876,783910,2448908
607,154487,21243748,136809,4142116,33478419,1680908,4636111,246530,2097830,784566,2453240
608,154585,21253033,137094,4145852,33504534,1683129,4638516,246643,2112175,785541,2455873
609,154712,21268413,137583,4150516,33531498,1684899,4641890,246956,2127934,786577,2461415
610,154757,21300996,138072,4160970,33563421,1688142,4645853,247358,2142924,787828,2468567
611,154800,21325913,138556,4171666,33594803,1691743,4649906,247675,2156678,788769,2476848
612,154960,21344578,139036,4181393,33624419,1693838,4653696,248069,2171232,789872,2486343
613,154960,21358441,139460,4188604,33652745,1696508,4657215,248392,2185131,790662,2495068
614,154960,21367297,139759,4196378,33678786,1698644,4660314,248461,2198235,791392,2500198
615,155072,21376642,140114,4199400,33697581,1699792,4662087,248515,2209194,792367,2503710
616,155093,21393526,140798,4203571,33716451,1701514,4665049,248770,2220526,793271,2510781
617,155128,21410411,141441,4215351,33739980,1703497,4668261,249174,2232960,794163,2520986
618,155174,21432362,142110,4227501,33766707,1705072,4672355,249434,2245695,795061,2533301
619,155191,21450424,142728,4237619,33791061,1706516,4675758,249725,2257584,795959,2545904
620,155191,21462810,143259,4246136,33813903,1707759,4679067,250023,2268499,796618,2558300
621,155191,21471963,143614,4252300,33834702,1708726,4682034,250114,2277565,797192,2566875
622,155287,21483481,143997,4255388,33853048,1709325,4683646,250191,2285640,798004,2572327
623,155309,21505626,144740,4260187,33871881,1710304,4686109,250380,2294457,798766,2582818
624,155380,21524172,145469,4271734,33894312,1711429,4689341,250510,2303837,799615,2596134
625,155429,21538788,146215,4283378,33915569,1712401,4692274,250728,2313727,800282,2611928
626,155448,21557323,146826,4293807,33935309,1713228,4695291,250898,2323478,800997,2628975
627,155466,21572127,147422,4302661,33953475,1714002,4698038,251057,2332221,801633,2645597
628,155508,21580539,147847,4310273,33971607,1714555,4700316,251152,2339594,802198,2657699
629,155540,21587532,148246,4313384,33985920,1714924,4701832,251248,2346303,802861,2667304
630,155599,21594887,148937,4318355,34001743,1715531,4704318,251313,2353579,803552,2680076
631,155627,21603259,149547,4330258,34020730,1716262,4707087,251483,2361529,803878,2697176
632,155682,21618491,150185,4342640,34037592,1716879,4709753,251669,2369613,804276,2716867
633,155688,21632789,150743,4354158,34053573,1717396,4712482,251803,2377033,804516,2731325
634,155739,21642550,151305,4365107,34067719,1717896,4715464,251959,2384542,804652,2745165
635,155764,21648735,151649,4373789,34081315,1718324,4717899,252033,2390687,805037,2757328
636,155776,21658054,151968,4377845,34094373,1718554,4719493,252066,2396121,805560,2767743
637,155801,21671287,152629,4384616,34108996,1718925,4722188,252199,2401866,806517,2784227
638,155859,21686995,153179,4401631,34127450,1719313,4725887,252308,2407382,807052,2804050
639,155891,21703981,153695,4417708,34143236,1719656,4729678,252375,2413592,807522,2827388
640,155931,21717379,154318,4437280,34159562,1719980,4733557,252499,2420222,808096,2852109
641,155940,21729284,154898,4452425,34175468,1720263,4737462,252628,2426050,808534,2876288
642,155944,21733820,155272,4466157,34189774,1720495,4741185,252672,2431716,809056,2898049
643,156040,21741647,155661,4472730,34202202,1720646,4743720,252688,2436498,809729,2913666
644,156071,21754992,156454,4483203,34215653,1720956,4747773,252839,2442224,810298,2933778
645,156124,21772116,157134,4506415,34231809,1721266,4752368,252938,2448372,810880,2957359
646,156166,21785802,157774,4534452,34246157,1721539,4757231,253018,2454749,811407,2984456
647,156196,21798483,158364,4559120,34260470,1721831,4762563,253151,2460809,811897,3012370
648,156210,21808495,159019,4580663,34273300,1722115,4767440,253293,2466663,812194,3039616
649,156250,21814625,159424,4597550,34285814,1722343,4771965,253310,2471642,812570,3058108
650,156284,21819251,159863,4607208,34296237,1722427,4774783,253339,2476268,813011,3073125
651,156307,21825169,160836,4618021,34308140,1722648,4777614,253409,2481339,813433,3093661
652,156323,21841479,161591,4638419,34321025,1722912,4782802,253512,2486630,813828,3118140
653,156363,21854726,162362,4672368,34333754,1723070,4788704,253661,2492343,814115,3146617
654,156392,21867724,163164,4709488,34344683,1723295,4795465,253737,2497265,814289,3174223
655,156397,21878897,164006,4743490,34355509,1723525,4802225,253813,2501966,814417,3200411
656,156397,21884558,164520,4767033,34366987,1723682,4808047,253833,2506309,814558,3218967
657,156397,21891439,165028,4782546,34377113,1723782,4812594,253853,2510852,814929,3233178
658,156397,21903249,166150,4804378,34388579,1723976,4818705,253879,2517173,815372,3253327
659,156414,21918229,166983,4844054,34401670,1724203,4826738,254057,2522498,815759,3277772
660,156456,21933767,167951,4894250,34414186,1724418,4835435,254151,2528821,816060,3303694
661,156487,21948366,168885,4942890,34426036,1724619,4843957,254215,2535338,816415,3328934
662,156510,21957724,169831,4987971,34437307,1724813,4852496,254276,2541147,816675,3353694
663,156552,21962026,170449,5021469,34447536,1724958,4860061,254297,2546309,816966,3369387
664,156610,21964769,171020,5045076,34456401,1725036,4865260,254309,2551452,817333,3381399
665,156649,21971337,172272,5077124,34466598,1725187,4873075,254384,2556865,817672,3398913
666,156739,21984449,173471,5129950,34478517,1725391,4883242,254453,2563153,818035,3418792
667,156739,21995851,174641,5195321,34489623,1725539,4893887,254541,2569533,818307,3440602
668,156812,22008224,175856,5248291,34499925,1725692,4904441,254629,2575888,818578,3461873
669,156864,22016439,177130,5312215,34510413,1725796,4915981,254688,2581747,818787,3481347
670,156896,22021527,177838,5354942,34518901,1725953,4925688,254710,2586601,819019,3493203
671,156911,22025668,178513,5385585,34526480,1726002,4932091,254728,2591486,819386,3501815
672,157015,22038108,179935,5430911,34535763,1726113,4942135,254781,2597080,819699,3515641
673,157032,22050362,181273,5497795,34544882,1726190,4954585,254816,2602835,820004,3530969
674,157144,22062645,182528,5573756,34555431,1726309,4968341,254862,2608979,820285,3548842
675,157171,22073524,183804,5650170,34563749,1726430,4982022,254904,2614480,820527,3565644
676,157190,22081833,185104,5717295,34572523,1726555,4994891,254940,2619577,820724,3580671
677,157218,22085369,185898,5761696,34580832,1726627,5007818,254951,2623816,820878,3588916
678,157260,22089858,186688,5791060,34587822,1726709,5015790,254979,2627903,821121,3595410
679,157289,22100143,188390,5836813,34596776,1726798,5028547,255088,2632782,821366,3606622
680,157359,22112425,189817,5903999,34606541,1726913,5043620,255164,2638221,821651,3619223
681,157387,22124356,191261,5977208,34615757,1727030,5060430,255260,2644027,821949,3633386
682,157412,22134978,192729,6051560,34624360,1727188,5077445,255355,2649578,822172,3647777
683,157431,22142385,194258,6116070,34624360,1727308,5094072,255408,2654474,822392,3661583
684,157454,22147078,195230,6158125,34641561,1727412,5109082,255437,2658772,822592,3668794
685,157499,22153095,196233,6185961,34648383,1727493,5118576,255469,2663034,822830,3673839
686,157508,22163231,197310,6222020,34656822,1727604,5134318,255544,2667999,823102,3683044
687,157542,22173363,199235,6291621,34666241,1727739,5152264,255652,2673019,823357,3692939
688,157585,22182116,200968,6362232,34674643,1727893,5164780,255796,2678465,823554,3705823
689,157603,22189181,202676,6423520,34682633,1728039,5185270,255932,2683523,823786,3717640
690,157611,22191865,204479,6477217,34690510,1728176,5206305,256134,2688149,823980,3728246
691,157633,22193480,205603,6509863,34697860,1728311,5225517,256335,2691639,824222,3733967
692,157648,22196250,206872,6531606,34703644,1728388,5238221,256484,2695143,824535,3738390
693,157660,22200629,209228,6562429,34710628,1728527,5258886,256815,2699240,824764,3746106
694,157665,22205707,211061,6613730,34718602,1728686,5282076,257614,2703140,825016,3754567
695,157725,22209368,213160,6670407,34726049,1728861,5308180,258557,2707402,825176,3764485
696,157734,22213731,215150,6721375,34726049,1729048,5336795,260166,2711764,825445,3773700
697,157745,22216112,217322,6764188,34733194,1729248,5364852,262335,2715847,825603,3781506
698,157787,22217570,218936,6793536,34746838,1729421,5389155,263707,2718955,825736,3785395
699,157797,22220209,220690,6809622,34752164,1729555,5405360,264727,2721544,825954,3788209
700,157816,22223943,223730,6833050,34758481,1729814,5436143,267571,2724684,826206,3794490
701,157841,22227169,226899,6878709,34765976,1730065,5472469,270899,2728203,826423,3801079
702,157878,22230943,230436,6923636,34772626,1730353,5517054,274645,2731713,826664,3808612
703,157887,22234623,234340,6959067,34779815,1730699,5567644,277609,2735241,826901,3815440
704,157895,22238297,236615,6981281,34786802,1731018,5622431,281358,2738401,827058,3820891
705,157951,22243266,239288,6991381,34793333,1731281,5647313,282554,2741179,827271,3823879
706,157967,22250218,242588,7005289,34799691,1731495,5678112,284150,2743936,827522,3825917
707,157998,22259270,249246,7026369,34808886,1731808,5756412,285654,2746833,827763,3828336
708,158037,22269031,256119,7066412,34822040,1732275,5854428,288951,2750516,827972,3833952
709,158056,22281649,263504,7109182,34838804,1732810,5981428,292237,2754513,828207,3840041
710,158084,22291839,270829,7150422,34861579,1733307,6125683,295028,2758086,828431,3847226
711,158107,22295621,277700,7176814,34889132,1733835,6266939,297155,2761472,828773,3852397
712,158189,22297427,281702,7189329,34922882,1734463,6328076,298509,2764354,828986,3854405
713,158183,22309081,286679,7207847,34960261,1735244,6396110,299732,2767044,829277,3856359
714,158205,22328252,296204,7238408,35018358,1736510,6566947,302134,2769886,829632,3858248
715,158245,22351104,306188,7297320,35109286,1738998,6756035,304350,2773156,830002,3862959
716,158275,22386930,315915,7361660,35226386,1743442,6975465,306686,2776699,830480,3869728
717,158300,22450222,323246,7417995,35368372,1749686,7083762,309130,2780080,831052,3877032
718,158309,22499525,332270,7473884,35528004,1758297,7281297,310797,2783331,831748,3880371
719,158381,22529183,338070,7510436,35707727,1766539,7436939,311538,2786219,832589,3883316
720,158394,22563104,344711,7535691,35875790,1772969,7554344,312572,2788860,833946,3885416
721,158471,22636359,355258,7581381,36070510,1779343,7774863,313677,2792035,835927,3890974
722,158511,22724232,364470,7661811,36317927,1792578,7971068,314490,2795233,838375,3898240
723,158602,22822177,373398,7743228,36582129,1811255,8155645,315665,2798917,841297,3908469
724,158639,22933289,381673,7835451,36850962,1833475,8356514,316700,2802263,845501,3919151
725,158678,22981851,389770,7913473,37122164,1859208,8549450,317324,2805337,849204,3929950
726,158717,23015128,395472,7965977,37380253,1884687,8706915,317634,2808347,853738,3936582
727,158826,23089509,401722,8000122,37618271,1905685,8790302,317857,2810689,859485,3941923
728,158974,23229851,411849,8074527,37901241,1938027,9018425,318249,2813934,868215,3950774
729,159070,23425392,421013,8186850,38218773,1979505,9219391,319011,2817163,877717,3963917
730,159303,23595178,429525,8320386,38566027,2025683,9418256,319379,2820927,887769,3982738
731,159516,23766499,437573,8460546,38903731,2075528,9603856,319838,2824973,896584,4003280
732,159548,23931609,444869,8596007,39237264,2129939,9781191,320138,2829089,904796,4026198
733,159649,24054405,449237,8681447,39543328,2179922,9923678,320229,2832945,910394,4042152
734,159896,24142032,453833,8744840,39799202,2224761,10001344,320399,2836159,918448,4055643
735,160252,24342322,461001,8871795,40085116,2287375,10212621,320584,2840225,927880,4075351
