id,Afghanistan,Brazil,Finland,Germany,India,Japan,Italy,Kenya,Malaysia,Nepal,Ukraine
736,160692,24560093,464394,9035795,40371500,2358972,10383561,320766,2844969,933451,4100292
737,161004,24789795,470665,9238931,40622709,2437984,10539601,320918,2850408,939267,4133396
738,161057,25050601,475431,9429079,40858241,2519772,10683948,321111,2855930,944074,4168560
739,161290,25256198,475431,9618245,41092522,2604661,10821375,321234,2861069,947392,4206731
740,162111,25360647,475431,9737215,41302440,2682767,10925485,321335,2865984,950441,4232143
741,162926,25463530,489870,9815533,41469499,2743726,10983116,321381,2870758,953913,4255206
742,163555,25634781,493114,9978146,41630885,2825414,11116422,321552,2876324,957570,4287117
743,164190,25820745,501152,10186644,41803318,2920300,11235745,321671,2882060,959775,4323009
744,164727,26107894,507940,10422764,41952712,3024742,11348701,321764,2887780,962517,4363754
745,165358,26326454,514892,10671602,42080664,3122919,11449601,321922,2895014,964119,4408776
746,165711,26484546,514892,10889417,42188138,3225194,11542793,322043,2904131,965222,4452612
747,166191,26546399,514892,11022590,42272014,3315180,11621736,322096,2914220,966405,4481918
748,166924,26616014,534790,11117857,42339611,3383184,11663338,322151,2925254,967427,4506669
749,167739,26793497,542262,11287428,42410976,3484368,11765767,322214,2939198,968611,4542568
750,168550,26972914,546782,11521678,42478060,3582167,11847436,322274,2956332,970462,4582137
751,169448,27135550,559587,11769540,42536137,3681890,11923631,322334,2975422,971475,4625614
752,169940,27299336,569973,12009712,42586544,3780239,11991109,322388,2996361,972141,4668581
753,170152,27434286,569973,12219501,42631421,3848672,12053330,322436,3019163,972632,4708604
754,170604,27492904,569973,12344661,42665534,3926107,12105675,322473,3040235,973059,4735258
755,171246,27552267,582383,12421126,42692943,3986217,12134451,322497,3064575,973541,4753922
756,171422,27677468,586809,12580343,42723558,4070412,12205474,322517,3083683,974039,4785138
757,171519,27819996,592765,12800315,42754315,4161342,12265343,322545,3111514,974493,4818112
758,171673,27940119,600718,13035941,42780235,4256522,12323398,322614,3138215,974857,4853339
759,171857,28072238,605046,13255989,42802505,4344220,12377098,322640,3166023,975132,4890332
760,171931,28177367,605046,13445094,42822473,4425739,12427773,322669,3194848,975330,4923680
761,172205,28218180,605046,13563126,42838524,4497233,12469975,322696,3221680,975559,4943428
762,172441,28258458,622717,13636993,42851929,4549142,12494459,322702,3246779,975806,4959461
763,172716,28361951,625463,13762895,42867031,4618759,12554596,322736,3273958,976105,4986161
764,172901,28493336,629727,13971947,42881179,4699110,12603758,322781,3305157,976361,5012980
765,173047,28589235,637658,14188269,42894345,4760332,12651251,322822,3337227,976512,5040518
766,173084,28679671,637729,14399012,42905844,4825972,12693320,322869,3367871,976670,5052182
767,173146,28749552,637729,14574845,42916117,4898120,12732680,322906,3395170,976771,5057946
768,173395,28776794,637729,14682758,42924130,4961816,12764558,322930,3419636,976865,5062889
769,173659,28796571,637757,14745107,42931045,5012908,12782836,322946,3442736,976984,5066370
770,173879,28818850,657443,14867218,42938599,5078276,12829972,322978,3468590,977076,5073037
771,174073,28846495,658559,15053624,42945160,5150876,12867918,323002,3496090,977199,5079916
772,174214,28906672,664588,15264297,42951556,5221144,12910506,323025,3528557,977269,5086452
773,174214,28978052,671773,15481890,42957477,5284831,12948859,323057,3561766,977380,5093353
774,174331,29040800,671773,15674100,42962953,5348422,12990223,323071,3595172,977447,5099723
775,174582,29056525,671773,15790989,42967315,5402455,13026112,323075,3622607,977501,5103154
776,175000,29077831,694142,15869417,42971308,5439457,13048774,323094,3649463,977567,5105901
777,175353,29152318,694142,16026216,42975883,5493395,13109527,323115,3680953,977641,5110233
778,175525,29198101,703052,16242070,42980067,5557262,13159342,323129,3711199,977709,5113255
779,175893,29259206,713103,16504822,42984261,5618325,13214498,323140,3741986,977786,5119367
780,175974,29313228,734262,16757658,42987875,5674311,13268459,323160,3774786,977848,5125225
781,176039,29361024,734262,16994744,42990991,5729537,13323179,323171,3801036,977878,5131059
782,176201,29374833,734262,17141351,42993494,5780484,13373207,323183,3823571,977937,5135046
783,176409,29391345,761110,17233729,42996062,5812843,13402905,323195,3845601,977987,5137302
784,176571,29441039,767220,17432617,42998938,5863778,13489319,323204,3872135,978044,5143422
785,176743,29488777,778617,17695210,43001477,5921690,13563466,323219,3900433,978085,5148651
786,176918,29532810,782912,17990141,43004005,5975168,13645834,323237,3927437,978107,5153795
787,176983,29584800,786312,18287986,43006080,6024350,13724411,323255,3951678,978119,5158926
788,177039,29624435,786312,18548225,43007841,6068943,13800179,323272,3974019,978127,5163689
789,177093,29637814,786312,18680017,43009390,6108503,13861743,323281,3993124,978155,5165928
790,177191,29650082,812017,18772331,43010971,6136069,13895188,323289,4010952,978196,5167659
791,177255,29691641,812224,18994411,43012749,6156221,13992092,323306,4032435,978231,5172101
792,177321,29738362,821536,19278143,43014687,6197583,14070450,323319,4054926,978265,5176322
793,177321,29775568,834038,19596530,43016372,6247334,14153098,323333,4079242,978297,5180177
794,177321,29809769,844713,19893028,43018032,6294771,14229495,323350,4101081,978309,5183807
795,177321,29839103,844713,20145054,43019453,6342100,14304111,323365,4122004,978317,5187213
796,177520,29849740,844713,20256278,43020723,6385448,14364723,323374,4137736,978332,5188740
797,177602,29857641,859477,20323779,43021982,6415168,14396283,323383,4152203,978347,5189976
798,177658,29887191,864815,20561131,43023215,6459761,14496579,323395,4167418,978377,5192611
799,177716,29920604,874135,20829608,43024440,6513370,14567990,323402,4183359,978402,5195136
800,177747,29951670,883676,21357095,43025775,6565019,14642354,323423,4201919,978426,5197694
801,177782,29978513,889626,21357039,43027035,6614278,14719394,323436,4219395,978442,5199775
802,177803,29995575,889626,21553495,43028131,6663087,14790806,323450,4234087,978452,5202690
803,177827,30002785,889626,21668677,43029044,6710303,14845815,323454,4246467,978475,5203875
804,177897,30015357,901336,21668677,43029839,6740558,14877144,323468,4256469,978507,5204632
805,177932,30042272,907786,21849074,43030925,6786356,14966058,323479,4268486,978528,5206731
806,177974,30069094,913476,22265788,43031958,6841117,15035943,323515,4280591,978538,5208892
807,177974,30095328,920692,22441051,43033067,6895996,15106066,323524,4292585,978545,5211118
808,177974,30125540,920692,22591726,43034217,6948130,15173707,323524,4307529,978556,5213143
809,177974,30146769,920692,22647197,43035271,7000759,15238128,323531,4317706,978568,5215360
810,177974,30153979,920692,22677986,43036132,7049807,15292048,323541,4325818,978571,5215627
811,178141,30161909,920692,22878428,43036928,7082903,15320753,323557,4333557,978593,5216044
812,178257,30184286,920692,23017079,43038016,7132975,15404809,323583,4342559,978616,5218179
813,178295,30210934,920692,23182447,43039023,7190641,15467395,323588,4352611,978631,5219784
814,178352,30234024,949583,23339311,43039972,7245842,15533012,323595,4363024,978634,5221359
815,178373,30247302,949583,23376879,43040947,7295539,15595302,323605,4372697,978648,5222493
816,178387,30250077,949583,23416663,43042097,7343063,15659835,323609,4382402,978654,5223367
817,178418,30252618,949583,23437145,43044280,7382268,15712088,323614,4389025,978665,5223754
818,178457,30261088,949583,23459628,43045527,7406848,15730676,323618,4396165,978674,5224058
819,178513,30275219,949583,23658211,43047594,7447674,15758002,323630,4402234,978684,5225140
820,178574,30311969,949583,23844536,43049974,7495555,15858442,323646,4409202,978693,5226284
821,178611,30330629,1000472,24006254,43052425,7542666,15934437,323646,4415101,978705,5227305
822,178638,30338697,1000472,24141333,43054952,7585564,16008181,323688,4421443,978714,5228118
823,178648,30345808,1000472,24180512,43057545,7629456,16079209,323696,4427067,978732,5228886
824,178689,30349463,1000472,24200596,43060086,7668131,16136057,323709,4431073,978743,5229187
825,178745,30355919,1000472,24337394,43060097,7692973,16161339,323718,4433551,978762,5229411
826,178769,30378061,1000472,24337394,43065496,7733523,16191323,323723,4436912,978770,5230066
827,178809,30399004,1000472,24609159,43068799,7779777,16279754,323724,4440383,978778,5230878
828,178850,30418920,1023013,24710769,43072176,7821448,16349788,323745,4443318,978793,5231933
829,178873,30433042,1023013,24798067,43075864,7858117,16409183,323760,4445897,978806,5232613
830,178879,30448236,1023013,24809785,43079188,7883149,16463200,323773,4448004,978810,5233265
831,178899,30454499,1023013,24813817,43082345,7910179,16504791,323786,4449507,978828,5233564
832,178901,30460997,1023013,24927339,43084913,7929437,16523859,323792,4450859,978836,5233764
833,178901,30482429,1023013,25033970,43088118,7959950,16586268,323796,4451781,978865,5233764
834,178901,30502501,1023013,25130137,43091393,7986412,16633911,323806,4452835,978884,5233764
835,178905,30524183,1052767,25215210,43094938,8007124,16682626,323818,4454113,978899,5233764
836,178919,30543908,1052767,25287462,43098743,8028779,16726990,323846,4455364,978914,5233764
837,178922,30558530,1052767,25295950,43102194,8068007,16767773,323868,4456736,978925,5233764
838,178981,30564536,1052767,25299300,43105401,8110413,16798998,323881,4458889,978942,5233764
839,179010,30574245,1052767,25406868,43107689,8138766,16816419,323900,4461135,978948,5237354
840,179017,30594388,1052767,25503878,43110586,8180756,16872618,323921,4463740,978960,5237354
841,179131,30617786,1052767,25592839,43113413,8227154,16915301,323939,4467061,978978,5237354
842,179169,30639130,1069740,25661838,43116254,8268802,16954784,323952,4470471,978982,5237354
843,179203,30664739,1069740,25723697,43119112,8308372,16993813,323975,4473500,978989,5237354
844,179242,30682094,1069740,25729848,43121599,8347702,17030147,324011,4475873,978991,5237354
845,179267,30688390,1069740,25732153,43123801,8382913,17057873,324026,4478112,978998,5237354
846,179321,30701900,1069740,25818405,43125370,8404699,17071649,324046,4479809,979004,5240195
847,179328,30701900,1069740,25890456,43127199,8441494,17116550,324071,4481278,979022,5240195
848,179477,30701900,1069740,25949175,43129563,8483562,17147477,324097,4483295,979028,5240195
849,179597,30701900,1081225,25998085,43131822,8523132,17178199,324129,4485419,979040,5240195
850,179624,30762413,1081225,26040460,43134145,8560475,17205017,324175,4487482,979051,5240195
851,179674,30762413,1081225,26044283,43136371,8596323,17229263,324222,4489503,979062,5240195
852,179716,30791220,1081225,26045528,43138393,8628164,17247552,324242,4491320,979068,5240195
853,179716,30803995,1081225,26109965,43140068,8646671,17257573,324274,4492864,979076,5242327
854,179771,30836815,1081225,26159106,43142192,8679163,17288287,324349,4494782,979087,5242327
855,179835,30851191,1081225,26198811,43144820,8714263,17312432,324406,4497212,979091,5242327
856,179835,30880512,1092193,26200663,43147530,8745175,17333299,324469,4499057,979105,5242327
857,180086,30921145,1092193,26240639,43150215,8772867,17355119,324558,4500934,979113,5242327
858,180122,30945384,1092193,26243352,43153043,8798523,17373741,324686,4502579,979118,5242327
859,180174,30953579,1092193,26244107,43155749,8819323,17388877,324768,4503734,979127,5242327
860,180259,30977661,1092193,26305996,43158087,8831651,17396723,324859,4505059,979132,5244223
861,180347,31019038,1092193,26360953,43160832,8853455,17421410,324976,4506510,979140,5244223
862,180419,31060017,1092193,26409455,43164544,8876113,17440232,325070,4508319,979152,5244223
863,180520,31101290,1105211,26452148,43168585,8896430,17457950,325170,4510196,979163,5244223
864,180584,31137479,1105211,26493235,43172547,8915687,17467642,325320,4512040,979182,5244223
865,180615,31137479,1105211,26493235,43176817,8933945,17490451,325442,4513631,979190,5244223
866,180615,31137479,1105211,26496611,43181335,8949039,17505973,325554,4514989,979199,5244223
867,180688,31195118,1105211,26498361,43185049,8958140,17514589,325634,4516319,979206,5245823
868,180741,31266163,1105211,26583016,43190282,8975161,17543136,325797,4517447,979213,5245823
869,180784,31315777,1105211,26660652,43197522,8993568,17566061,326015,4518965,979223,5245823
870,180864,31360850,1114573,26738530,43205106,9010356,17589595,326217,4520852,979235,5245823
871,180864,31417341,1114573,26803867,43213435,9025940,17611607,326449,4523018,979242,5245823
872,180864,31445137,1114573,26803867,43222017,9041278,17634065,326737,4524727,979251,5245823
873,180864,31456865,1114573,26809245,43230101,9054719,17653375,326932,4526298,979262,5245823
874,181120,31497038,1114573,26915085,43236695,9062661,17664043,327145,4528390,979271,5284337
875,181178,31541479,1114573,27007429,43245517,9077975,17703887,327425,4530312,979278,5284385
876,181236,31611769,1114573,27096571,43257730,9094519,17736696,327892,4532632,979297,5284420
877,181465,31611769,1125342,27124689,43270577,9110063,17773764,328319,4534665,979309,5284484
878,181534,31611769,1125342,27204953,43283793,9124760,17809934,328709,4536795,979333,5284534
879,181574,31611769,1125342,27204955,43296692,9139597,17844905,329107,4538922,979344,5284597
880,181666,31611769,1125342,27211896,43309473,9152738,17879160,329353,4540612,979362,5284629
881,181725,31754465,1125342,27334993,43319396,9160533,17896065,329605,4542705,979382,5285704
882,181808,31818827,1125342,27454225,43331645,9175927,17959329,330024,4544626,979396,5285730
883,181912,31890733,1125342,27573585,43344958,9193205,18014202,330478,4547051,979424,5285764
884,181987,31962782,1133597,27681775,43362294,9209862,18071634,331037,4549847,979457,5285796
885,182033,32023166,1133597,27771111,43378234,9225840,18128044,331539,4552359,979489,5285836
886,182072,32023166,1133597,27771112,43389973,9242413,18184917,331966,4554661,979512,5285871
887,182149,32023166,1133597,27771911,43407046,9256660,18234242,332227,4556664,979533,5285909
888,182228,32130316,1133597,27914240,43418839,9266214,18259261,332459,4558558,979569,5286931
889,182324,32206954,1133597,28048190,43433345,9285592,18343422,332898,4560583,979607,5286959
890,182403,32206954,1133597,28180861,43452164,9308916,18438877,333290,4563188,979658,5286989
891,182528,32358018,1145610,28293960,43469234,9332302,18523111,333694,4566055,979694,5287020
892,182594,32434063,1145610,28392629,43486326,9355427,18610011,333952,4568828,979729,5287065
893,182643,32471847,1145610,28392630,43502429,9380327,18695954,334249,4571355,979762,5287095
894,182724,32490422,1145610,28394995,43518564,9403613,18768871,334249,4573891,979801,5287122
895,182793,32535923,1145610,28542484,43531650,9420398,18805756,334551,4575809,979835,5288270
896,182793,32610514,1145610,28673212,43547809,9456631,18938771,334800,4578741,979908,5288294
897,182979,32687680,1145610,28808614,43566739,9502425,19048788,335092,4582302,979998,5288322
898,183084,32759730,1158485,28926346,43585554,9550392,19157174,335341,4586322,980058,5288357
899,183221,32830844,1158485,29022265,43604394,9600360,19259037,335569,4589911,980141,5288404
900,183235,32874501,1158485,29022265,43622651,9655344,19357938,335773,4592710,980213,5288439
901,183265,32896464,1158485,29025760,43639329,9709429,19439501,335861,4595974,980317,5288473
902,183268,32940507,1158485,29180489,43652944,9746584,19523262,335929,4598391,980446,5288509
903,183272,33004555,1158485,29308100,43669850,9822578,19667320,336053,4600736,980590,5288545
904,183285,33076779,1158485,29460249,43689989,9917058,19778911,336292,4604670,980767,5288579
905,183358,33142158,1171034,29569943,43710027,10014835,19887543,336445,4608768,980981,5288620
906,183407,33250117,1171034,29692989,43730071,10118147,19985479,336578,4613998,981142,5289732
907,183445,33290266,1171034,29692989,43750599,10228794,20076863,336690,4619045,981294,5289787
908,183572,33301118,1171034,29692989,43767534,10334366,20145859,336740,4622981,981408,5289844
909,183687,33339815,1171034,29853680,43783062,10410516,20177910,336798,4626061,981794,5289923
910,183908,33397814,1171034,29994679,43801678,10477208,20299013,336904,4629963,982062,5289986
911,184038,33454294,1171034,30131303,43824728,10629729,20385814,337005,4635648,982402,5290040
912,184224,33505727,1171034,30239122,43847065,10815963,20467349,337085,4640235,982719,5290117
913,184360,33555526,1171034,30331131,43868476,11011053,20539016,337161,4644115,983103,5291621
914,184473,33555526,1171034,30331133,43888755,11211985,20608190,337242,4648931,983319,5291700
915,184587,33591356,1171034,30331133,43905621,11388477,20660065,337297,4651651,983622,5291779
916,184819,33621965,1171034,30476605,43920451,11514977,20684182,337339,4654951,984075,5291868
917,185086,33659879,1171034,30598385,43938764,11711379,20772833,337389,4659710,984475,5291947
918,185272,33704393,1171034,30702511,43959321,11920979,20837233,337456,4664213,984893,5292020
919,185393,33748985,1171034,30787309,43979730,12154082,20898059,337500,4668139,985417,5292128
920,185481,33790698,1171034,30853312,44000138,12375380,20952476,337550,4672999,985808,5294357
921,185552,33813587,1171034,30853314,44019811,12597610,21002773,337599,4677270,986100,5294486
922,185749,33833900,1171034,30854175,44036275,12795382,21040025,337622,4680053,986596,5294643
923,185930,33855964,1171034,30956873,44050009,12935010,21059545,337639,4683266,987228,5294794
924,186120,33890428,1171034,31044554,44067144,13145926,21124644,337689,4687470,987737,5294949
925,186393,33924061,1171034,31119199,44087037,13395634,21170600,337734,4692800,988327,5295103
926,186697,33964494,1218216,31178705,44107588,13634335,21213559,337768,4697213,988821,5295299
927,187037,33994470,1218216,31228314,44126994,13868027,21251774,337808,4701140,989350,5298325
928,187109,34011173,1218216,31228314,44145709,14095507,21286771,337833,4705824,989676,5298604
929,187442,34018371,1218216,31228322,44145709,14301928,21313427,337853,4708552,990127,5298881
930,187685,34035780,1218216,31307020,44174650,14439709,21325402,337874,4711415,990625,5299165
931,187966,34066000,1218216,31379757,44190697,14652175,21368480,337884,4714498,991185,5299442
932,188202,34066000,1218216,31439645,44206996,14902463,21400179,337894,4719394,991681,5299664
933,188506,34124579,1238998,31489484,44223557,15142572,21428602,337912,4724225,992146,5303833
934,188704,34148131,1238998,31535343,44239372,15311290,21455291,337921,4728168,992565,5304149
935,188820,34148131,1238998,31535343,44253464,15494932,21480076,337938,4732502,992727,5304634
936,189045,34148131,1238998,31535340,44268381,15673273,21499531,337950,4735547,993032,5305063
937,189343,34178240,1238998,31599085,44277711,15811748,21509424,337961,4737984,993459,5305455
938,189477,34201280,1238998,31666475,44286256,15977877,21518365,337966,4741413,993858,5305875
939,189710,34223207,1238998,31725160,44298864,16209238,21554626,337985,4744929,994389,5306219
940,190010,34245374,1250557,31771884,44314618,16464723,21581917,338009,4749000,994613,5306713
941,190254,34264237,1250557,31808179,44327890,16725722,21606606,338022,4752490,994859,5312730
942,190435,34264237,1250557,31808179,44339429,16978914,21630998,338042,4755288,995039,5313322
943,190643,34264237,1250557,31808228,44348960,17205062,21650468,338047,4757752,995241,5313939
944,191040,34284864,1250557,31868639,44357546,17345982,21660885,338053,4759830,995646,5314531
945,191247,34284864,1250557,31921578,44368195,17554433,21696242,338061,4762552,995989,5315071
946,191585,34329600,1250557,31921578,44378920,17797923,21721630,338088,4765188,996231,5315613
947,191967,34350639,1258798,32008122,44389176,18018770,21745065,338093,4768394,996442,5325288
948,191967,34368909,1258798,32041348,44398696,18211113,21767060,338105,4771512,996605,5325948
949,191967,34368909,1258798,32041349,44408132,18391173,21788862,338153,4774003,996670,5326639
950,192463,34368909,1258798,32041350,44415723,18548929,21806509,338161,4776194,996834,5327363
951,192906,34397205,1258798,32095854,44415723,18644758,21814856,338165,4777769,996979,5328138
952,193004,34414011,1258798,32095854,44415723,18797340,21845943,338170,4780284,997122,5328726
953,193250,34429853,1258798,32184553,44436339,18966848,21867757,338183,4782624,997346,5329263
954,193520,34429853,1266917,32218483,44442507,19116684,21888255,338210,4784980,997526,5341445
955,193520,34456145,1266917,32247828,44449726,19246866,21907413,338214,4787308,997660,5342118
956,193912,34456145,1266917,32247828,44456535,19369978,21925073,338234,4789552,997752,5342895
957,194163,34456145,1266917,32247828,44462445,19477797,21938269,338235,4791456,997868,5343674
958,194355,34477539,1266917,32297537,44466862,19545759,21944877,338237,4792942,997990,5344324
959,194614,34477539,1266917,32344032,44469661,19657900,21969725,338243,4795009,998167,5360956
960,195012,34477539,1266917,32386089,44478636,19787682,21987295,338259,4797437,998295,5361560
961,195298,34477539,1271516,32422084,44484729,19900027,22004612,338271,4799663,998432,5362294
962,195471,34516739,1271516,32452250,44490283,19999466,22020154,338280,4801653,998542,5362980
963,195631,34516739,1271516,32452250,44495359,20092165,22035291,338290,4803624,998654,5363758
964,195925,34516739,1271516,32452250,44500580,20173655,22047192,338295,4805107,998743,5364432
965,196182,34533957,1271516,32507180,44502363,20226491,22054443,338301,4806954,998870,5365009
966,196404,34544377,1271516,32558479,44510057,20314059,22077601,338307,4808896,998957,5365512
967,196751,34558902,1271516,32604993,44516479,20414288,22096450,338308,4811327,999046,5366011
968,196870,34568833,1277473,32643742,44522777,20500172,22114423,338315,4813702,999121,5390574
969,196992,34568833,1277473,32680355,44528524,20576128,22131785,338324,4815679,999181,5391216
970,197066,34568833,1277473,32680356,44534188,20647079,22148935,338332,4817251,999216,5391762
971,197240,34568833,1277473,32680356,44539046,20711125,22161016,338341,4818890,999241,5392365
972,197434,34592163,1277473,32740593,44543089,20749162,22169273,338347,4820197,999316,5392816
973,197608,34592027,1277473,32797308,44545011,20780883,22197658,338365,4821864,999355,5393218
974,197788,34592027,1277473,32854286,44553042,20850696,22218846,338371,4823975,999394,5393630
975,198023,34616655,1287044,32905086,44558425,20928069,22241369,338379,4826220,999453,5394128
976,198163,34624427,1287044,32952050,44563337,20991907,22262452,338379,4828290,999506,5431208
977,198244,34624427,1287044,32952050,44568114,21031120,22284812,338389,4830214,999535,5431736
978,198416,34624427,1287044,32952050,44572243,21077882,22303606,338390,4831822,999575,5432271
979,198543,34638288,1287044,33041332,44575473,21121413,22313612,338390,4833008,999614,5432591
980,198750,34638288,1287044,33137143,44579088,21165123,22358487,338404,4834560,999656,5432840
981,198876,34654190,1287044,33216006,44583360,21215102,22395282,338420,4837005,999687,5433127
982,199067,34654190,1292940,33312373,44587307,21257275,22432803,338420,4838872,999712,5477614
983,199188,34672524,1292940,33386229,44591112,21293921,22467278,338434,4840879,999742,5478025
984,199310,34672524,1292940,33386229,44594487,21329519,22500346,338439,4845757,999759,5478336
985,199386,34672524,1292940,33386229,44597498,21358831,22529252,338445,4845649,999759,5478645
986,199545,34684529,1292940,33386229,44599466,21373998,22542568,338449,4845691,999789,5478864
987,199690,34684529,1292940,33519761,44601892,21413721,22602840,338455,4846592,999829,5479048
988,199845,34699017,1292940,33652255,44604463,21455079,22648063,338463,4848314,999839,5479206
989,199994,34707233,1297708,33826367,44606460,21488519,22692912,338474,4850108,999849,5479387
990,200130,34707233,1312634,33948632,44609257,21517962,22737577,338484,4851896,999860,5479598
991,200202,34707233,1312634,33948632,44612013,21544747,22781293,338484,4853523,999866,5479793
992,200372,34707233,1312634,33948632,44614437,21567543,22815736,338499,4854976,999886,5479938
993,200469,34724189,1312634,34121168,44616394,21580581,22830825,338506,4856217,999911,5480098
994,200626,34731539,1312634,34257916,44616235,21593704,22896742,338518,4857508,999946,5480251
995,200729,34731539,1312634,34403129,44621319,21639209,22944496,338528,4859136,999991,5480392
996,200846,34739865,1323455,34517327,44623997,21684899,22990201,338538,4861226,1000036,5480495
997,201014,34746462,1323455,34608835,44626427,21721504,23030777,338568,4863457,1000078,5480652
998,201096,34746462,1323455,34608837,44628828,21756642,23069745,338571,4865480,1000123,5480779
999,201212,34746462,1323455,34608837,44630888,21786304,23099983,338578,4867192,1000151,5480863
1000,201276,34746462,1323455,34758889,44632430,21801676,23114013,338599,4868402,1000191,5560188
1001,201503,34746462,1323455,34888963,44634376,21843970,23172370,338647,4870275,1000233,5583170
1002,201557,34771320,1323455,35005769,44636517,21887525,23214073,338678,4872570,1000275,5583231
1003,201750,34771320,1335318,35098062,44638636,21923635,23254633,338703,4875131,1000325,5583316
1004,201949,34780462,1335318,35172693,44640748,21955228,23290747,338728,4877387,1000373,5583411
1005,202026,34780462,1335318,35172694,44642742,21989401,23322522,338728,4880005,1000416,5583518
1006,202108,34780462,1335318,35172694,44644076,22020274,23348075,338749,4882059,1000455,5583603
1007,202199,34783786,1335318,35288228,44644938,22037126,23359680,338749,4883796,1000495,5583709
1008,202347,34799324,1335318,35383015,44645768,22084832,23408393,338749,4885539,1000509,5600684
1009,202509,34807075,1335318,35461920,44646880,22135126,23443429,338908,4887675,1000523,5600741
1010,202608,34815258,1348737,35523412,44649088,22177863,23475187,338970,4890437,1000526,5600801
1011,202756,34815258,1348737,35571130,44650662,22217117,23504224,339036,4893733,1000538,5600890
1012,202834,34815258,1348737,35571130,44652256,22261640,23531023,339078,4896922,1000541,5600960
1013,202966,34815258,1348737,35571131,44653592,22302251,23531023,339113,4900051,1000550,5601042
1014,203063,34828749,1348737,35619687,44654638,22324592,23531023,339147,4902964,1000556,5601102
1015,203167,34837035,1348737,35649648,44655828,22389872,23531023,339253,4905877,1000585,5601163
1016,203265,34837035,1348737,35728277,44655926,22460268,23531023,339350,4909846,1000631,5601211
1017,203395,34846308,1360721,35784912,44658365,22527741,23531023,339350,4914557,1000676,5617643
1018,203497,34849063,1360721,35823771,44659447,22561805,23642011,339552,4918917,1000698,5617701
1019,203574,34849063,1360721,35823771,44660579,22635975,23642011,339671,4923538,1000708,5617767
1020,203681,34849063,1360721,35823771,44661504,22702372,23642011,339756,4927451,1000734,5617810
1021,203829,34855492,1360721,35884834,44660293,22733994,23642011,339788,4929972,1000749,5617842
1022,203942,34855492,1360721,35932654,44660293,22815395,23642011,339788,4933753,1000759,5617870
1023,204094,34855492,1360721,35971322,44660293,22902805,23642011,339987,4937020,1000766,5617906
1024,204287,34889576,1372651,36005025,44664810,22981382,23642011,340114,4940456,1000775,5617950
1025,204392,34908198,1372651,36033394,44665643,23055475,23823192,340209,4943701,1000784,5618015
1026,204417,34908198,1372651,36033395,44666372,23134961,23823192,340371,4946583,1000792,5618081
1027,204510,34908198,1372651,36033395,44666924,23203855,23823192,340431,4948817,1000806,5618142
1028,204610,34908198,1372651,36080574,44667390,23241410,23823192,340431,4950566,1000814,5627788
1029,204724,34908198,1372651,36119184,44667900,23341236,23823192,340600,4953418,1000826,5627819
1030,204820,34938073,1372651,36152490,44668535,23448938,23823192,340690,4956722,1000834,5635182
1031,204982,34971043,1384654,36180077,44667967,23540544,23823192,340784,4960179,1000838,5635218
1032,205009,34999495,1384654,36205405,44669748,23626318,24031538,340888,4963216,1000846,5635276
1033,205039,34999495,1384654,36205405,44670240,23716205,24031538,340975,4965666,1000849,5635334
1034,205146,34999495,1384654,36205405,44670646,23793927,24031538,341030,4967299,1000851,5635398
1035,205229,34999495,1384654,36247081,44670940,23836351,24031538,341043,4969420,1000855,5635439
1036,205324,35052152,1384654,36280371,44671300,23957587,24031538,341116,4971936,1000859,5635487
1037,205391,35082036,1384654,36318461,44671708,24090948,24031538,341235,4975473,1000863,5642284
1038,205506,35105241,1394254,36348477,44672048,24151056,24031538,341319,4978350,1000865,5642326
1039,205541,35149503,1394254,36373164,44672442,24268896,24260660,341361,4981374,1000875,5642382
1040,205612,35149503,1394254,36373164,44672787,24394223,24260660,341460,4984272,1000875,5642444
1041,205612,35149503,1394254,36373165,44673078,24492699,24260660,341496,4986294,1000878,5642496
1042,205802,35149503,1394254,36419717,44673293,24541816,24260660,341515,4988759,1000884,5642564
1043,205830,35227599,1394254,36463485,44673567,24676912,24260660,341573,4990431,1000885,5642600
1044,205907,35227599,1394254,36499600,44673863,24815308,24260660,341636,4992168,1000889,5642645
1045,206073,35302137,1405255,36530020,44674138,24933509,24260660,341696,4994543,1000894,5642692
1046,206133,35337546,1405255,36557861,44674390,25043437,24488080,341804,4996964,1000900,5647735
1047,206145,35337546,1405255,36557861,44674616,25153028,24488080,341886,4998830,1000903,5647790
1048,206206,35337546,1405255,36557861,44674842,25242594,24488080,341924,5000332,1000909,5647838
